#  time               r              phi             Phi             Pi            delta              A            Ricci
1.0406525665    0.5654866776    0.0657050540   -0.1500792926   -0.1956631291   -6.3803915247    0.6489844008  -11.9973144920
1.0406525665    0.7068583471    0.0479122768   -0.1102997355   -0.0937563547   -6.3828208786    0.7868887457  -11.9877457471
1.0406525665    0.8482300165    0.0333035736   -0.0979612808   -0.0313471900   -6.3838524840    0.8778284112  -11.9889497750
1.0406525665    0.9896016859    0.0202099357   -0.0860932404    0.0066738461   -6.3844530572    0.9367832772  -11.9942054957
1.0406525665    1.1309733553    0.0094955351   -0.0632931103    0.0206497636   -6.3848191410    0.9725085082  -11.9983771409
1.0406525665    1.2723450247    0.0027822521   -0.0312051014    0.0140016754   -6.3849508248    0.9913590667  -11.9998357169
1.0406525665    1.4137166941    0.0003045668   -0.0067145159    0.0027809492   -6.3849658359    0.9987369466  -11.9999978032
1.0602875206    0.1413716694    1.7688107148   -8.4997358656   -3.7074549804   -0.5888912333    0.6392198896   73.8190601776
1.0602875206    0.2827433388    0.2614690567   -6.8166760211   -6.5537791729   -6.2317917605    0.0487377237  -11.4105736556
1.0602875206    0.4241150082    0.0925959186   -0.3230068064   -0.4426625676   -6.4568624321    0.4305714352  -12.0312386769
1.0602875206    0.5654866776    0.0631768039   -0.1425021211   -0.2025855657   -6.4649031149    0.6487688693  -12.0032137937
1.0602875206    0.7068583471    0.0464041317   -0.1034445198   -0.1016437325   -6.4673559321    0.7867644947  -11.9910506033
1.0602875206    0.8482300165    0.0326938814   -0.0922371388   -0.0393685903   -6.4683705600    0.8777785057  -11.9903824913
1.0602875206    0.9896016859    0.0202712989   -0.0825162262   -0.0000117250   -6.4689276822    0.9367880295  -11.9945109925
1.0602875206    1.1309733553    0.0098544640   -0.0627119466    0.0168536740   -6.4692659281    0.9725255827  -11.9983249590
1.0602875206    1.2723450247    0.0030475676   -0.0327503155    0.0131701765   -6.4693959294    0.9913638334  -11.9998087151
1.0602875206    1.4137166941    0.0003601975   -0.0077338524    0.0028708420   -6.4694126558    0.9987370761  -11.9999969602
1.0799224747    0.1413716694    1.7686858479   -8.5001840424   -3.7136446331   -0.5893937561    0.6390305949   73.7475886290
1.0799224747    0.2827433388    0.2566235549   -6.6270455336   -6.3970399961   -6.3166656533    0.0478840944  -11.4720230266
1.0799224747    0.4241150082    0.0888755278   -0.3144364975   -0.4480944015   -6.5413086450    0.4301912032  -12.0412436982
1.0799224747    0.5654866776    0.0605651851   -0.1351956745   -0.2089158588   -6.5493636176    0.6485576378  -12.0087851925
1.0799224747    0.7068583471    0.0447782662   -0.0967903383   -0.1090320121   -6.5518465671    0.7866390086  -11.9942717079
1.0799224747    0.8482300165    0.0319485604   -0.0865478022   -0.0470835706   -6.5528561189    0.8777210687  -11.9918684987
1.0799224747    0.9896016859    0.0202094076   -0.0787207783   -0.0067128553   -6.5533789553    0.9367840417  -11.9948920825
1.0799224747    1.1309733553    0.0101374038   -0.0617108540    0.0127063551   -6.5536905817    0.9725389007  -11.9983030079
1.0799224747    1.2723450247    0.0032928449   -0.0339908499    0.0119454196   -6.5538171110    0.9913684328  -11.9997830273
1.0799224747    1.4137166941    0.0004165267   -0.0087369090    0.0028492806   -6.5538353002    0.9987372246  -11.9999959715
1.0995574288    0.1413716694    1.7685708814   -8.5005974664   -3.7193361560   -0.5898564389    0.6388563497   73.6818146843
1.0995574288    0.2827433388    0.2519581021   -6.4884923883   -6.2892935749   -6.4004222722    0.0470967875  -11.5249770933
1.0995574288    0.4241150082    0.0851158117   -0.3061027900   -0.4528606138   -6.6256982175    0.4298174689  -12.0505560190
1.0995574288    0.5654866776    0.0578777008   -0.1281519509   -0.2146707481   -6.6337621688    0.6483515793  -12.0140191382
1.0995574288    0.7068583471    0.0430424361   -0.0903428789   -0.1159215008   -6.6362798934    0.7865138059  -11.9973881517
1.0995574288    0.8482300165    0.0310731475   -0.0809199318   -0.0544647161   -6.6372946550    0.8776578133  -11.9933883706
1.0995574288    0.9896016859    0.0200245204   -0.0747529394   -0.0133706322   -6.6377922594    0.9367721419  -11.9953412935
1.0995574288    1.1309733553    0.0103382454   -0.0603259407    0.0082714844   -6.6380794817    0.9725482099  -11.9983133372
1.0995574288    1.2723450247    0.0035105210   -0.0349067826    0.0103396187   -6.6382011500    0.9913726489  -11.9997601502
1.0995574288    1.4137166941    0.0004712210   -0.0096859810    0.0027025600   -6.6382204889    0.9987373853  -11.9999948828
1.1191923828    0.1413716694    1.7684650413   -8.5009787347   -3.7245696548   -0.5902823958    0.6386959712   73.6212881600
1.1191923828    0.2827433388    0.2474329771   -6.3992642342   -6.2289847016   -6.4832603603    0.0463606320  -11.5712452242
1.1191923828    0.4241150082    0.0813223011   -0.2979900238   -0.4569848458   -6.7100235709    0.4294506743  -12.0591873790
1.1191923828    0.5654866776    0.0551216262   -0.1213622939   -0.2198674065   -6.7180898852    0.6481514326  -12.0189087807
1.1191923828    0.7068583471    0.0412043736   -0.0841055142   -0.1223149720   -6.7206451923    0.7863902251  -12.0003815007
1.1191923828    0.8482300165    0.0300736141   -0.0753761045   -0.0614895590   -6.7216738236    0.8775903620  -11.9949234188
1.1191923828    0.9896016859    0.0197179335   -0.0706549578   -0.0199315906   -6.7221548807    0.9367532708  -11.9958499891
1.1191923828    1.1309733553    0.0104521089   -0.0585955126    0.0036137502   -6.7224207094    0.9725534067  -11.9983569056
1.1191923828    1.2723450247    0.0036933914   -0.0354864590    0.0083772250   -6.7225365853    0.9913762721  -11.9997415883
1.1191923828    1.4137166941    0.0005217512   -0.0105420093    0.0024246522   -6.7225567257    0.9987375482  -11.9999937661
1.1388273369    0.1413716694    1.7683676110   -8.5013302706   -3.7293820706   -0.5906745101    0.6385483651   73.5655930113
1.1388273369    0.2827433388    0.2430127104   -6.3548561782   -6.2117939418   -6.5653592877    0.0456629449  -11.6123720681
1.1388273369    0.4241150082    0.0775003001   -0.2900830924   -0.4604899618   -6.7942788124    0.4290912060  -12.0671508796
1.1388273369    0.5654866776    0.0523040029   -0.1148175453   -0.2245232631   -6.8023397935    0.6479578144  -12.0234497159
1.1388273369    0.7068583471    0.0392717488   -0.0780795915   -0.1282172958   -6.8049338470    0.7862694328  -12.0032357184
1.1388273369    0.8482300165    0.0289562837   -0.0699351196   -0.0681401222   -6.8059834088    0.8775202287  -11.9964559044
1.1388273369    0.9896016859    0.0192918799   -0.0664651081   -0.0263477249   -6.8064560256    0.9367284436  -11.9964086525
1.1388273369    1.1309733553    0.0104753492   -0.0565586895   -0.0012025682   -6.8067040528    0.9725545298  -11.9984335714
1.1388273369    1.2723450247    0.0038348388   -0.0357253064    0.0060938841   -6.8068136806    0.9913791141  -11.9997287481
1.1388273369    1.4137166941    0.0005655545   -0.0112665511    0.0020182856   -6.8068342663    0.9987377006  -11.9999927149
1.1584622910    0.1413716694    1.7682779277   -8.5016543313   -3.7338074110   -0.5910354485    0.6384125204   73.5143450823
1.1584622910    0.2827433388    0.2386674700   -6.3488320544   -6.2314556204   -6.6468756910    0.0449933847  -11.6496168812
1.1584622910    0.4241150082    0.0736548939   -0.2823674662   -0.4633980296   -6.8784596831    0.4287394018  -12.0744607783
1.1584622910    0.5654866776    0.0494316351   -0.1085081795   -0.2286558481   -6.8865067585    0.6477712319  -12.0276397435
1.1584622910    0.7068583471    0.0372521390   -0.0722647003   -0.1336351025   -6.8891392672    0.7861524331  -12.0059370666
1.1584622910    0.8482300165    0.0277277566   -0.0646123101   -0.0744024674   -6.8902152787    0.8774488050  -11.9979692020
1.1584622910    0.9896016859    0.0187494298   -0.0622176233   -0.0325763783   -6.8906868219    0.9366987155  -11.9970071604
1.1584622910    1.1309733553    0.0104055374   -0.0542542250   -0.0061147210   -6.8909210082    0.9725517481  -11.9985421278
1.1584622910    1.2723450247    0.0039290399   -0.0356242991    0.0035352635   -6.8910243913    0.9913810210  -11.9997228341
1.1584622910    1.4137166941    0.0006002102   -0.0118238288    0.0014951943   -6.8910450816    0.9987378288  -11.9999918345
1.1780972451    0.1413716694    1.7681953791   -8.5019530158   -3.7378769670   -0.5913676751    0.6382875035   73.4671899380
1.1780972451    0.2827433388    0.2343737330   -6.3737370771   -6.2806686013   -6.7279422185    0.0443437456  -11.6839561686
1.1780972451    0.4241150082    0.0697909566   -0.2748292077   -0.4657303079   -6.9625635004    0.4283955551  -12.0811323040
1.1780972451    0.5654866776    0.0465110889   -0.1024244198   -0.2322826599   -6.9705874070    0.6475920941  -12.0314786387
1.1780972451    0.7068583471    0.0351530020   -0.0666589145   -0.1385764769   -6.9732568065    0.7860400778  -12.0084739889
1.1780972451    0.8482300165    0.0263948429   -0.0594198497   -0.0802662557   -6.9743633251    0.8773773530  -11.9994479193
1.1780972451    0.9896016859    0.0180943933   -0.0579427138   -0.0385800356   -6.9748403033    0.9366651503  -11.9976350369
1.1780972451    1.1309733553    0.0102414231   -0.0517195171   -0.0110623174   -6.9750647758    0.9725453446  -11.9986803745
1.1780972451    1.2723450247    0.0039711491   -0.0351882395    0.0007558497   -6.9751623271    0.9913818847  -11.9997247521
1.1780972451    1.4137166941    0.0006236122   -0.0121827306    0.0008754889   -6.9751828142    0.9987379201  -11.9999912269
1.1977321992    0.1413716694    1.7681193995   -8.5022282735   -3.7416195175   -0.5916734651    0.6381724532   73.4238007896
1.1977321992    0.2827433388    0.2301142832   -6.4219726337   -6.3519703725   -6.8086678006    0.0437077165  -11.7161065920
1.1977321992    0.4241150082    0.0659131591   -0.2674549801   -0.4675072424   -7.0465890932    0.4280599198  -12.0871814948
1.1977321992    0.5654866776    0.0435486929   -0.0965563391   -0.2354210504   -7.0545800435    0.6474207228  -12.0349679387
1.1977321992    0.7068583471    0.0329816540   -0.0612590129   -0.1430506823   -7.0572836703    0.7859330779  -12.0108369838
1.1977321992    0.8482300165    0.0249645026   -0.0543670516   -0.0857243246   -7.0584233893    0.8773070013  -12.0008779792
1.1977321992    0.9896016859    0.0173312280   -0.0536666529   -0.0443260427   -7.0589113753    0.9366287952  -11.9982816847
1.1977321992    1.1309733553    0.0099828843   -0.0489897790   -0.0159878719   -7.0591302419    0.9725356973  -11.9988452186
1.1977321992    1.2723450247    0.0039574585   -0.0344240435   -0.0021822543   -7.0592227093    0.9913816507  -11.9997350244
1.1977321992    1.4137166941    0.0006341198   -0.0123186321    0.0001862083   -7.0592427283    0.9987379642  -11.9999909755
1.2173671533    0.1413716694    1.7680494675   -8.5024819124   -3.7450615211   -0.5919549176    0.6380665752   73.3838765193
1.2173671533    0.2827433388    0.2258776563   -6.4865308314   -6.4384717780   -6.8891390400    0.0430806238  -11.7465627262
1.2173671533    0.4241150082    0.0620259775   -0.2602320497   -0.4687484668   -7.1305367261    0.4277327148  -12.0926250530
1.2173671533    0.5654866776    0.0405505403   -0.0908939460   -0.2380881274   -7.1384845583    0.6472573619  -12.0381107443
1.2173671533    0.7068583471    0.0307452527   -0.0560606768   -0.1470679121   -7.1412188135    0.7858320153  -12.0130184704
1.2173671533    0.8482300165    0.0234437929   -0.0494606538   -0.0907722858   -7.1423931714    0.8772387447  -12.0022466674
1.2173671533    0.9896016859    0.0164649516   -0.0494119100   -0.0497862706   -7.1428967601    0.9365906586  -11.9989365893
1.2173671533    1.1309733553    0.0096308679   -0.0460973321   -0.0208370782   -7.1431139468    0.9725232594  -11.9990327934
1.2173671533    1.2723450247    0.0038855342   -0.0333392300   -0.0052105733   -7.1432023190    0.9913803226  -11.9997537208
1.2173671533    1.4137166941    0.0006306743   -0.0122149078   -0.0005407788   -7.1432216495    0.9987379553  -11.9999911299
1.2370021074    0.1413716694    1.7679851021   -8.5027156076   -3.7482272955   -0.5922139680    0.6379691377   73.3471398072
1.2370021074    0.2827433388    0.2216572002   -6.5615245691   -6.5343879080   -6.9694224364    0.0424591675  -11.7756430739
1.2370021074    0.4241150082    0.0581337017   -0.2531482833   -0.4694728097   -7.2144080137    0.4274141272  -12.0974802185
1.2370021074    0.5654866776    0.0375224935   -0.0854272571   -0.2403006721   -7.2223023245    0.6471021875  -12.0409115361
1.2370021074    0.7068583471    0.0284507834   -0.0510586667   -0.1506390687   -7.2250628273    0.7857373545  -12.0150126511
1.2370021074    0.8482300165    0.0218398226   -0.0447050882   -0.0954081454   -7.2262721242    0.8771734467  -12.0035426521
1.2370021074    0.9896016859    0.0155010612   -0.0451973153   -0.0549367401   -7.2267949204    0.9365516936  -11.9995894956
1.2370021074    1.1309733553    0.0091873293   -0.0430709703   -0.0255588088   -7.2270140338    0.9725085391  -11.9992385876
1.2370021074    1.2723450247    0.0037543278   -0.0319408108   -0.0082556439   -7.2270994341    0.9913779643  -11.9997804099
1.2370021074    1.4137166941    0.0006128696   -0.0118640148   -0.0012712841   -7.2271178962    0.9987378929  -11.9999916962
1.2566370614    0.1413716694    1.7679258599   -8.5029309098   -3.7511391848   -0.5924523999    0.6378794666   73.3133353639
1.2566370614    0.2827433388    0.2174499324   -6.6424892792   -6.6353410743   -7.0495672097    0.0418411602  -11.8035378102
1.2566370614    0.4241150082    0.0542404437   -0.2461921412   -0.4696983050   -7.2982058203    0.4271043158  -12.1017646577
1.2566370614    0.5654866776    0.0344701883   -0.0801463579   -0.2420750711   -7.3060360837    0.6469553154  -12.0433760066
1.2566370614    0.7068583471    0.0261050495   -0.0462469784   -0.1537755653   -7.3088178128    0.7856494537  -12.0168153728
1.2566370614    0.8482300165    0.0201597125   -0.0401027310   -0.0996319480   -7.3100613303    0.8771118445  -12.0047559792
1.2566370614    0.9896016859    0.0144454597   -0.0410382420   -0.0597572173   -7.3106059630    0.9365127848  -12.0002305549
1.2566370614    1.1309733553    0.0086551730   -0.0399353487   -0.0301048415   -7.3108301783    0.9724920808  -11.9994575745
1.2566370614    1.2723450247    0.0035642575   -0.0302347493   -0.0112406619   -7.3109137541    0.9913746979  -11.9998141355
1.2566370614    1.4137166941    0.0005809716   -0.0112680575   -0.0019714368   -7.3109312002    0.9987377826  -11.9999926334
1.2762720155    0.1413716694    1.7678713326   -8.5031292529   -3.7538177154   -0.5926718564    0.6377969415   73.2822282677
1.2762720155    0.2827433388    0.2132553623   -6.7264677407   -6.7384471056   -7.1296084767    0.0412252780  -11.8303527994
1.2762720155    0.4241150082    0.0503501465   -0.2393526665   -0.4694422064   -7.3819341474    0.4268034144  -12.1054963655
1.2762720155    0.5654866776    0.0313990404   -0.0750414527   -0.2434272592   -7.3896898193    0.6468168091  -12.0455109053
1.2762720155    0.7068583471    0.0237146651   -0.0416189808   -0.1564891506   -7.3924872431    0.7855685766  -12.0184239913
1.2762720155    0.8482300165    0.0184105624   -0.0356541327   -0.1034454449   -7.3937633649    0.8770545555  -12.0058780479
1.2762720155    0.9896016859    0.0133043901   -0.0369467922   -0.0642307880   -7.3943315215    0.9364747399  -12.0008504452
1.2762720155    1.1309733553    0.0080382015   -0.0367103563   -0.0344293156   -7.3945634957    0.9724744488  -11.9996843326
1.2762720155    1.2723450247    0.0033172543   -0.0282260934   -0.0140875037   -7.3946463102    0.9913706986  -11.9998534262
1.2762720155    1.4137166941    0.0005358873   -0.0104387767   -0.0026101689   -7.3946626179    0.9987376349  -11.9999938578
1.2959069696    0.1413716694    1.7678211445   -8.5033119622   -3.7562817411   -0.5928738501    0.6377209912   73.2536024059
1.2959069696    0.2827433388    0.2090744111   -6.8119149726   -6.8422218467   -7.2095705241    0.0406108321  -11.8561461189
1.2959069696    0.4241150082    0.0464665923   -0.2326194715   -0.4687210044   -7.4655980091    0.4265115337  -12.1086935816
1.2959069696    0.5654866776    0.0283142526   -0.0701029043   -0.2443726734   -7.4732686190    0.6466866868  -12.0473238994
1.2959069696    0.7068583471    0.0212860515   -0.0371675350   -0.1587917545   -7.4760758136    0.7854949024  -12.0198372381
1.2959069696    0.8482300165    0.0165994240   -0.0313582262   -0.1068517862   -7.4773821440    0.8770020845  -12.0069015708
1.2959069696    0.9896016859    0.0120843778   -0.0329319734   -0.0683434142   -7.4779746205    0.9364382841  -12.0014404630
1.2959069696    1.1309733553    0.0073410775   -0.0334104618   -0.0384879479   -7.4782164294    0.9724562124  -11.9999131517
1.2959069696    1.2723450247    0.0030167647   -0.0259198063   -0.0167191730   -7.4782993635    0.9913661870  -11.9998963450
